price,review_scores_rating,availability_90,neighbourhood_group_cleansed,host_acceptance_rate,host_response_time,host_identity_verified,host_has_profile_pic,number_of_reviews,instant_bookable,host_is_superhost
50,100.0,0,Friedrichshain-Kreuzberg,100,,No,Yes,5,No,No
45,100.0,0,Neukölln,0,,No,Yes,1,Yes,No
35,91.0,0,Neukölln,95,,No,Yes,11,No,No
35,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
80,92.0,3,Lichtenberg,100,within an hour,Yes,Yes,45,Yes,No
30,94.0,90,Friedrichshain-Kreuzberg,40,,No,Yes,25,No,No
45,88.0,81,Tempelhof - Schöneberg,98,within an hour,Yes,Yes,61,Yes,No
48,90.0,0,Neukölln,,,Yes,Yes,2,No,No
80,100.0,0,Friedrichshain-Kreuzberg,100,,Yes,Yes,6,Yes,No
35,100.0,89,Pankow,88,,No,Yes,21,No,Yes
75,100.0,70,Neukölln,83,within a few hours,Yes,Yes,7,No,No
29,100.0,0,Neukölln,,,No,Yes,6,No,No
55,99.0,89,Friedrichshain-Kreuzberg,69,,No,Yes,67,No,Yes
45,100.0,13,Neukölln,100,within an hour,Yes,Yes,1,No,No
80,93.0,81,Mitte,100,within an hour,Yes,Yes,21,Yes,No
45,89.0,89,Tempelhof - Schöneberg,20,a few days or more,No,Yes,36,No,No
41,94.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,7,No,No
60,99.0,24,Friedrichshain-Kreuzberg,13,a few days or more,Yes,Yes,18,No,No
45,100.0,90,Mitte,0,,No,Yes,2,Yes,No
29,93.0,28,Charlottenburg-Wilm.,100,within an hour,No,Yes,71,Yes,No
55,90.0,0,Neukölln,,,No,Yes,5,No,No
90,100.0,28,Mitte,100,within an hour,Yes,Yes,7,Yes,Yes
65,96.0,0,Mitte,,,Yes,Yes,6,No,No
22,100.0,0,Pankow,,,Yes,Yes,7,No,No
45,96.0,0,Neukölln,100,,Yes,Yes,22,No,Yes
90,95.0,28,Pankow,,within a day,No,Yes,12,No,No
35,89.0,0,Friedrichshain-Kreuzberg,47,within a day,Yes,Yes,11,No,No
74,94.0,69,Charlottenburg-Wilm.,100,within an hour,No,Yes,73,Yes,Yes
100,80.0,90,Pankow,17,,No,Yes,35,No,No
35,94.0,0,Mitte,84,within a day,Yes,Yes,18,No,No
63,91.0,54,Pankow,99,within an hour,Yes,Yes,300,Yes,No
60,97.0,0,Neukölln,100,within a few hours,Yes,Yes,20,No,No
20,90.0,3,Charlottenburg-Wilm.,81,,Yes,Yes,40,No,No
110,100.0,0,Friedrichshain-Kreuzberg,,,No,Yes,2,Yes,No
23,100.0,0,Neukölln,,,Yes,Yes,9,No,No
27,100.0,0,Mitte,,,No,Yes,2,No,No
32,97.0,0,Friedrichshain-Kreuzberg,0,within an hour,Yes,Yes,86,No,No
39,92.0,15,Charlottenburg-Wilm.,35,a few days or more,Yes,Yes,12,No,No
25,100.0,0,Mitte,,,Yes,Yes,2,Yes,No
55,97.0,90,Friedrichshain-Kreuzberg,,,Yes,Yes,14,No,No
93,96.0,56,Mitte,100,within a few hours,No,Yes,5,Yes,No
65,92.0,49,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,52,Yes,Yes
73,93.0,0,Mitte,100,,No,Yes,66,No,No
95,74.0,90,Mitte,98,within an hour,Yes,Yes,7,No,No
165,97.0,0,Pankow,,,No,Yes,20,No,No
46,73.0,0,Treptow - Köpenick,89,within an hour,Yes,Yes,3,Yes,No
20,100.0,0,Neukölln,,,Yes,Yes,3,No,No
75,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,12,Yes,No
42,100.0,1,Mitte,92,within a few hours,Yes,Yes,8,Yes,Yes
35,99.0,0,Friedrichshain-Kreuzberg,75,within an hour,Yes,Yes,20,Yes,No
80,93.0,40,Pankow,0,,Yes,Yes,14,No,No
40,97.0,0,Friedrichshain-Kreuzberg,,,No,Yes,8,Yes,No
100,95.0,0,Friedrichshain-Kreuzberg,100,,Yes,Yes,4,No,No
22,100.0,0,Neukölln,,,Yes,Yes,2,No,No
67,90.0,6,Pankow,67,a few days or more,Yes,Yes,10,No,No
68,99.0,28,Pankow,87,,Yes,Yes,32,No,Yes
60,100.0,89,Charlottenburg-Wilm.,84,within an hour,Yes,Yes,2,No,No
27,99.0,0,Mitte,100,within an hour,No,Yes,34,Yes,Yes
60,80.0,67,Marzahn - Hellersdorf,95,within an hour,Yes,Yes,1,Yes,No
85,100.0,58,Mitte,33,,Yes,Yes,5,No,No
65,100.0,6,Mitte,50,within a day,Yes,Yes,1,Yes,No
278,100.0,90,Friedrichshain-Kreuzberg,89,within a few hours,Yes,Yes,4,No,No
34,94.0,0,Treptow - Köpenick,,,Yes,Yes,18,Yes,Yes
40,100.0,71,Pankow,70,within a few hours,Yes,Yes,2,No,No
105,100.0,0,Neukölln,,,Yes,Yes,2,No,No
20,100.0,0,Friedrichshain-Kreuzberg,100,,No,Yes,1,No,No
80,80.0,85,Mitte,86,within an hour,Yes,Yes,1,No,No
14,80.0,89,Mitte,72,within a day,Yes,Yes,3,No,No
21,85.0,0,Mitte,,,Yes,Yes,4,No,No
40,92.0,34,Friedrichshain-Kreuzberg,50,within a few hours,Yes,Yes,16,No,No
17,95.0,0,Charlottenburg-Wilm.,91,,Yes,Yes,12,Yes,No
88,96.0,89,Mitte,98,within an hour,Yes,Yes,9,Yes,Yes
50,100.0,0,Pankow,,a few days or more,Yes,Yes,2,No,No
75,96.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,12,Yes,No
59,89.0,74,Mitte,100,within an hour,Yes,Yes,140,Yes,No
59,97.0,0,Friedrichshain-Kreuzberg,100,,Yes,Yes,46,Yes,Yes
60,99.0,49,Treptow - Köpenick,91,within an hour,Yes,Yes,87,No,Yes
41,100.0,0,Pankow,0,within a few hours,Yes,Yes,4,No,No
120,95.0,0,Neukölln,74,within a day,Yes,Yes,75,No,No
46,96.0,0,Neukölln,,,No,Yes,5,Yes,No
43,98.0,57,Pankow,70,,No,Yes,11,No,Yes
22,100.0,0,Mitte,,,Yes,Yes,1,No,No
33,98.0,31,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,96,Yes,Yes
14,100.0,0,Pankow,,,Yes,Yes,3,Yes,No
66,91.0,61,Tempelhof - Schöneberg,94,within a day,Yes,Yes,7,Yes,No
30,100.0,16,Friedrichshain-Kreuzberg,71,within a day,No,Yes,3,No,No
189,100.0,59,Pankow,100,,Yes,Yes,7,Yes,No
40,98.0,0,Tempelhof - Schöneberg,,,Yes,Yes,9,Yes,No
72,100.0,76,Mitte,0,,Yes,Yes,15,No,No
120,100.0,0,Tempelhof - Schöneberg,,,No,Yes,10,Yes,No
115,98.0,0,Mitte,100,,Yes,Yes,53,No,No
25,100.0,0,Neukölln,,,Yes,Yes,1,No,No
35,97.0,0,Neukölln,100,,Yes,Yes,60,Yes,Yes
50,100.0,0,Mitte,100,,Yes,Yes,6,No,No
34,100.0,0,Mitte,,,Yes,Yes,7,No,No
76,95.0,62,Pankow,36,within a few hours,Yes,Yes,4,No,No
20,100.0,0,Neukölln,,,Yes,Yes,8,Yes,No
52,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
62,100.0,0,Pankow,100,,Yes,Yes,11,Yes,Yes
80,100.0,0,Neukölln,,,Yes,Yes,9,No,No
149,75.0,0,Charlottenburg-Wilm.,91,within an hour,Yes,Yes,8,Yes,No
53,98.0,89,Mitte,98,within an hour,Yes,Yes,125,Yes,Yes
60,97.0,0,Tempelhof - Schöneberg,59,,No,Yes,6,No,Yes
55,92.0,0,Pankow,,within a day,Yes,Yes,6,No,No
26,88.0,2,Mitte,96,within a few hours,Yes,Yes,21,Yes,No
345,96.0,0,Pankow,100,within an hour,Yes,Yes,46,Yes,Yes
129,97.0,39,Pankow,100,within an hour,Yes,Yes,94,Yes,No
25,92.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,5,Yes,No
55,99.0,90,Mitte,86,,Yes,Yes,15,No,No
39,99.0,64,Friedrichshain-Kreuzberg,87,within a few hours,Yes,Yes,137,No,Yes
25,97.0,0,Mitte,98,,Yes,Yes,97,No,Yes
35,94.0,0,Neukölln,79,,No,Yes,57,No,No
68,97.0,53,Mitte,97,within an hour,Yes,Yes,72,Yes,Yes
22,92.0,0,Neukölln,,,No,Yes,26,No,No
20,90.0,0,Treptow - Köpenick,,,Yes,Yes,3,No,No
36,94.0,0,Mitte,,,Yes,Yes,96,Yes,No
107,100.0,79,Pankow,100,within an hour,Yes,Yes,4,Yes,No
23,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,2,No,No
40,95.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,25,No,No
675,99.0,50,Friedrichshain-Kreuzberg,100,,Yes,Yes,54,No,No
50,98.0,0,Pankow,,,Yes,Yes,39,No,No
80,100.0,71,Friedrichshain-Kreuzberg,98,within an hour,Yes,Yes,5,Yes,Yes
200,96.0,27,Mitte,56,,Yes,Yes,23,No,No
42,100.0,0,Pankow,79,within an hour,Yes,Yes,1,No,No
29,97.0,82,Pankow,100,within a day,Yes,Yes,26,Yes,No
32,97.0,89,Neukölln,54,within an hour,Yes,Yes,48,No,No
90,94.0,68,Pankow,100,within an hour,Yes,Yes,76,Yes,No
55,83.0,90,Friedrichshain-Kreuzberg,100,a few days or more,Yes,Yes,21,No,No
42,100.0,77,Lichtenberg,80,,No,Yes,3,No,No
70,84.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,5,No,No
33,94.0,62,Friedrichshain-Kreuzberg,,,No,Yes,60,No,No
250,100.0,49,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,6,Yes,No
30,93.0,0,Tempelhof - Schöneberg,,,Yes,Yes,3,Yes,No
159,96.0,88,Tempelhof - Schöneberg,,,Yes,Yes,6,No,No
100,77.0,25,Mitte,100,within an hour,Yes,Yes,6,Yes,No
80,100.0,4,Mitte,43,within a day,Yes,Yes,2,No,No
48,89.0,60,Mitte,100,within an hour,Yes,Yes,110,Yes,No
100,97.0,51,Neukölln,0,a few days or more,Yes,Yes,17,No,No
44,100.0,0,Mitte,,,No,Yes,1,No,No
65,97.0,88,Friedrichshain-Kreuzberg,67,within an hour,Yes,Yes,12,No,Yes
29,73.0,0,Neukölln,,,Yes,Yes,3,Yes,No
46,100.0,0,Tempelhof - Schöneberg,,,Yes,Yes,5,No,No
50,98.0,0,Lichtenberg,90,,Yes,Yes,11,No,Yes
47,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,Yes,No
69,99.0,36,Pankow,100,within an hour,No,Yes,167,Yes,Yes
85,98.0,72,Tempelhof - Schöneberg,99,within an hour,Yes,Yes,315,Yes,Yes
70,96.0,0,Friedrichshain-Kreuzberg,,,No,Yes,5,No,No
70,100.0,0,Pankow,,,Yes,Yes,4,No,No
46,93.0,14,Friedrichshain-Kreuzberg,,,No,Yes,216,Yes,No
59,92.0,14,Steglitz - Zehlendorf,89,within an hour,No,Yes,23,Yes,No
61,100.0,0,Tempelhof - Schöneberg,100,,Yes,Yes,8,No,No
22,96.0,50,Mitte,30,within a day,No,Yes,5,No,No
71,98.0,18,Friedrichshain-Kreuzberg,95,within a few hours,Yes,Yes,132,No,Yes
48,97.0,0,Charlottenburg-Wilm.,33,within a few hours,Yes,Yes,62,No,No
70,89.0,0,Mitte,100,,No,Yes,12,No,No
20,100.0,87,Marzahn - Hellersdorf,50,a few days or more,No,Yes,7,No,No
70,96.0,0,Friedrichshain-Kreuzberg,85,,Yes,Yes,11,No,No
35,94.0,85,Mitte,41,within a day,Yes,Yes,27,No,No
162,90.0,30,Friedrichshain-Kreuzberg,44,within a day,Yes,Yes,5,No,Yes
25,97.0,3,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,91,Yes,Yes
35,95.0,0,Pankow,,,Yes,Yes,8,Yes,No
49,94.0,30,Mitte,86,within a day,Yes,Yes,202,No,Yes
85,80.0,0,Friedrichshain-Kreuzberg,50,,No,Yes,1,No,No
44,90.0,86,Pankow,100,within an hour,Yes,Yes,63,Yes,No
312,98.0,77,Neukölln,93,within an hour,Yes,Yes,260,No,Yes
28,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
34,95.0,2,Pankow,81,within an hour,Yes,Yes,11,No,No
73,98.0,0,Pankow,100,within an hour,Yes,Yes,25,No,No
45,100.0,0,Lichtenberg,,,Yes,Yes,3,No,No
35,100.0,0,Tempelhof - Schöneberg,,,No,Yes,2,No,No
50,80.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,1,No,No
57,88.0,63,Friedrichshain-Kreuzberg,96,within an hour,Yes,Yes,67,Yes,No
115,96.0,75,Pankow,99,within an hour,Yes,Yes,16,Yes,Yes
62,98.0,2,Pankow,86,within a few hours,No,Yes,38,No,Yes
80,93.0,59,Pankow,100,within a day,No,Yes,12,Yes,No
50,80.0,0,Lichtenberg,,,No,Yes,3,Yes,No
90,100.0,67,Steglitz - Zehlendorf,100,within a few hours,Yes,Yes,15,No,Yes
30,85.0,0,Neukölln,95,,No,Yes,4,Yes,No
98,93.0,0,Pankow,,,Yes,Yes,6,No,No
29,100.0,0,Charlottenburg-Wilm.,,,Yes,Yes,5,Yes,No
32,100.0,0,Pankow,100,,Yes,Yes,2,Yes,No
115,80.0,0,Neukölln,,,No,Yes,1,Yes,No
70,100.0,53,Tempelhof - Schöneberg,100,within an hour,Yes,Yes,1,Yes,Yes
25,98.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,16,No,No
47,100.0,88,Friedrichshain-Kreuzberg,71,within a day,Yes,Yes,14,No,Yes
50,100.0,90,Friedrichshain-Kreuzberg,67,,No,Yes,1,Yes,No
55,100.0,54,Friedrichshain-Kreuzberg,80,,Yes,Yes,6,No,No
30,94.0,0,Lichtenberg,50,within an hour,Yes,Yes,7,No,No
78,97.0,87,Friedrichshain-Kreuzberg,100,a few days or more,Yes,Yes,20,No,No
20,90.0,0,Mitte,,,Yes,Yes,10,No,No
30,93.0,1,Tempelhof - Schöneberg,60,within a few hours,Yes,Yes,3,No,No
40,98.0,0,Mitte,60,within an hour,Yes,Yes,58,No,No
38,98.0,0,Neukölln,,,No,Yes,12,Yes,No
95,97.0,1,Friedrichshain-Kreuzberg,50,within an hour,Yes,Yes,58,No,No
70,100.0,0,Neukölln,80,a few days or more,Yes,Yes,4,Yes,No
40,95.0,10,Mitte,100,within an hour,Yes,Yes,48,Yes,Yes
36,92.0,29,Neukölln,94,within an hour,Yes,Yes,20,Yes,No
29,93.0,42,Friedrichshain-Kreuzberg,66,within a few hours,Yes,Yes,183,No,Yes
30,93.0,0,Reinickendorf,97,within a few hours,Yes,Yes,33,No,No
49,94.0,0,Charlottenburg-Wilm.,100,,Yes,Yes,32,No,No
40,93.0,63,Friedrichshain-Kreuzberg,59,within a few hours,Yes,Yes,20,No,No
79,95.0,5,Pankow,91,within a few hours,No,Yes,14,No,No
81,100.0,0,Charlottenburg-Wilm.,88,within a day,Yes,Yes,25,No,Yes
40,98.0,0,Mitte,100,,Yes,Yes,37,No,No
70,100.0,0,Neukölln,33,within an hour,Yes,Yes,2,No,No
75,100.0,39,Steglitz - Zehlendorf,87,within a few hours,Yes,Yes,9,No,Yes
37,100.0,0,Neukölln,0,,No,Yes,3,No,No
83,100.0,89,Neukölln,48,within an hour,Yes,Yes,11,No,No
50,100.0,90,Mitte,63,,No,Yes,1,No,No
80,82.0,19,Tempelhof - Schöneberg,92,within a day,No,Yes,21,No,No
55,100.0,0,Friedrichshain-Kreuzberg,67,,Yes,Yes,1,No,No
25,100.0,0,Mitte,33,within a day,Yes,Yes,4,No,No
40,93.0,0,Mitte,0,within a day,No,Yes,3,No,No
20,100.0,0,Steglitz - Zehlendorf,,,Yes,Yes,2,No,No
150,100.0,89,Pankow,,,Yes,Yes,1,No,No
42,90.0,0,Friedrichshain-Kreuzberg,0,,No,Yes,3,No,No
75,96.0,0,Pankow,,,No,Yes,5,No,No
35,95.0,90,Friedrichshain-Kreuzberg,64,a few days or more,No,Yes,4,No,No
77,90.0,0,Pankow,,,Yes,Yes,2,No,No
58,92.0,89,Pankow,32,a few days or more,Yes,Yes,14,No,No
70,100.0,0,Lichtenberg,86,,Yes,Yes,17,No,Yes
110,98.0,79,Tempelhof - Schöneberg,100,within an hour,Yes,Yes,115,Yes,Yes
62,100.0,90,Friedrichshain-Kreuzberg,33,,Yes,Yes,4,Yes,No
75,99.0,0,Mitte,94,within an hour,Yes,Yes,48,No,Yes
75,98.0,65,Friedrichshain-Kreuzberg,100,within an hour,Yes,Yes,19,Yes,Yes
80,80.0,60,Friedrichshain-Kreuzberg,,,Yes,Yes,2,No,No
28,90.0,0,Steglitz - Zehlendorf,100,within a day,Yes,Yes,2,No,No
90,98.0,27,Treptow - Köpenick,100,within a day,Yes,Yes,10,Yes,No
115,93.0,0,Charlottenburg-Wilm.,91,,Yes,Yes,8,No,No
71,88.0,90,Mitte,99,within an hour,Yes,Yes,63,Yes,No
40,96.0,0,Tempelhof - Schöneberg,100,within a day,Yes,Yes,16,No,No
74,97.0,29,Friedrichshain-Kreuzberg,67,,No,Yes,6,No,No
54,94.0,60,Tempelhof - Schöneberg,93,within an hour,No,Yes,7,Yes,No
111,99.0,76,Pankow,100,within an hour,Yes,Yes,29,Yes,Yes
22,95.0,73,Charlottenburg-Wilm.,93,within an hour,Yes,Yes,45,No,Yes
50,98.0,0,Mitte,,,Yes,Yes,8,No,Yes
58,95.0,0,Neukölln,,,No,Yes,4,No,No
30,100.0,0,Charlottenburg-Wilm.,80,within an hour,Yes,Yes,4,No,No
25,100.0,2,Neukölln,60,a few days or more,Yes,Yes,9,No,No
45,100.0,0,Pankow,100,,Yes,Yes,1,No,No
106,60.0,90,Mitte,91,within an hour,Yes,Yes,1,Yes,No
49,100.0,0,Mitte,,,No,Yes,3,No,No
31,100.0,0,Neukölln,91,within an hour,Yes,Yes,8,No,Yes
40,100.0,0,Pankow,100,within a few hours,Yes,Yes,3,No,No
79,100.0,0,Neukölln,100,within a few hours,Yes,Yes,1,No,No
60,100.0,0,Friedrichshain-Kreuzberg,100,within a few hours,Yes,Yes,3,No,No
49,98.0,6,Friedrichshain-Kreuzberg,61,within a few hours,Yes,Yes,11,No,Yes
65,100.0,84,Friedrichshain-Kreuzberg,87,within a day,No,Yes,24,No,Yes
45,80.0,0,Neukölln,,,No,Yes,2,Yes,No
29,100.0,0,Neukölln,100,,Yes,Yes,2,Yes,No
39,88.0,9,Charlottenburg-Wilm.,100,within an hour,Yes,Yes,58,Yes,No
50,80.0,0,Friedrichshain-Kreuzberg,80,within a day,Yes,Yes,6,No,No
50,100.0,0,Steglitz - Zehlendorf,,,No,Yes,28,Yes,No
220,99.0,89,Pankow,94,within an hour,Yes,Yes,36,No,Yes
15,100.0,0,Friedrichshain-Kreuzberg,,,No,Yes,1,Yes,No
39,70.0,51,Spandau,64,within a few hours,Yes,Yes,4,No,No
55,100.0,0,Friedrichshain-Kreuzberg,,,Yes,Yes,2,No,No
127,100.0,88,Mitte,79,within an hour,Yes,Yes,2,No,Yes
69,97.0,75,Treptow - Köpenick,99,within a day,Yes,Yes,12,No,Yes
36,89.0,24,Neukölln,81,within an hour,Yes,Yes,19,No,No
25,100.0,0,Lichtenberg,50,,No,Yes,1,No,No
