id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
17195217,Yes,Neukölln,Entire home/apt,1.0,251-300,91-100
17197117,No,Mitte,Entire home/apt,4.0,300+,91-100
17197292,No,Mitte,Private room,1.0,151-200,91-100
17197823,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,below 70
17198211,No,Mitte,Entire home/apt,2.0,101-150,81-90
17202271,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,300+,91-100
17208621,No,Friedrichshain-Kreuzberg,Private room,3.0,0-50,91-100
17214218,Yes,Pankow,Entire home/apt,1.0,0-50,91-100
17219243,No,Reinickendorf,Entire home/apt,1.0,0-50,91-100
17220997,Yes,Mitte,Entire home/apt,3.0,151-200,91-100
17221202,No,Neukölln,Entire home/apt,1.0,0-50,91-100
17223221,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
17223235,Yes,Neukölln,Entire home/apt,5.0,300+,91-100
17237876,No,Charlottenburg-Wilm.,Private room,1.0,300+,81-90
17243647,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,91-100
17244738,No,Mitte,Entire home/apt,2.0,101-150,81-90
17245102,No,Mitte,Entire home/apt,1.0,0-50,91-100
17246080,No,Mitte,Entire home/apt,2.0,101-150,71-80
17246988,No,Mitte,Entire home/apt,4.0,101-150,81-90
17248060,No,Mitte,Entire home/apt,2.0,300+,81-90
17248175,Yes,Treptow - Köpenick,Private room,1.0,0-50,91-100
17248912,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,81-90
17250059,No,Mitte,Entire home/apt,1.0,0-50,91-100
17258679,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
17259371,No,Mitte,Private room,1.0,0-50,91-100
17262468,Yes,Friedrichshain-Kreuzberg,Private room,1.0,101-150,91-100
17263004,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,71-80
17263170,No,Mitte,Entire home/apt,1.0,0-50,91-100
17263332,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
17263890,No,Lichtenberg,Private room,2.0,0-50,91-100
17266679,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
17273321,Yes,Charlottenburg-Wilm.,Private room,1.0,151-200,91-100
17276017,Yes,Mitte,Entire home/apt,4.0,151-200,91-100
17281637,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17283630,No,Neukölln,Private room,1.0,0-50,91-100
17294210,No,Mitte,Private room,2.0,0-50,91-100
17295343,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17296261,No,Tempelhof - Schöneberg,Entire home/apt,2.0,300+,91-100
17300257,Yes,Lichtenberg,Entire home/apt,2.0,0-50,91-100
17300570,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
17300889,No,Lichtenberg,Private room,1.0,151-200,81-90
17301190,No,Pankow,Entire home/apt,2.0,0-50,91-100
17308379,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,71-80
17309040,No,Charlottenburg-Wilm.,Entire home/apt,3.0,0-50,below 70
17309164,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17312576,Yes,Mitte,Entire home/apt,3.0,101-150,91-100
17316737,No,Neukölln,Private room,1.0,201-250,91-100
17317782,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,300+,91-100
17324076,No,Mitte,Private room,1.0,0-50,91-100
17337189,No,Steglitz - Zehlendorf,Entire home/apt,1.0,201-250,81-90
17338098,No,Pankow,Private room,1.0,151-200,91-100
17341181,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17342987,No,Pankow,Entire home/apt,2.0,0-50,91-100
17357571,No,Lichtenberg,Private room,1.0,0-50,91-100
17359721,No,Steglitz - Zehlendorf,Private room,0.0,300+,81-90
17359923,No,Mitte,Private room,1.0,0-50,91-100
17360309,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17361372,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17361931,No,Neukölln,Private room,1.0,51-100,91-100
17363499,No,Pankow,Entire home/apt,2.0,300+,81-90
17365284,Yes,Neukölln,Private room,1.0,51-100,91-100
17367031,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
17373198,No,Treptow - Köpenick,Entire home/apt,2.0,300+,91-100
17382567,No,Mitte,Private room,1.0,0-50,91-100
17383785,No,Pankow,Private room,1.0,0-50,91-100
17383975,No,Tempelhof - Schöneberg,Private room,1.0,51-100,91-100
17384054,No,Neukölln,Entire home/apt,5.0,151-200,91-100
17389232,Yes,Tempelhof - Schöneberg,Entire home/apt,2.0,151-200,91-100
17391892,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17393075,No,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
17395419,No,Pankow,Private room,3.0,0-50,91-100
17396668,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,300+,91-100
17399068,Yes,Friedrichshain-Kreuzberg,Entire home/apt,3.0,300+,91-100
17400226,No,Neukölln,Private room,1.0,151-200,91-100
17401091,No,Pankow,Private room,1.0,0-50,91-100
17401639,No,Pankow,Entire home/apt,3.0,300+,91-100
17402568,No,Pankow,Private room,1.0,0-50,91-100
17403040,No,Mitte,Private room,1.0,51-100,91-100
17403218,Yes,Steglitz - Zehlendorf,Private room,1.0,51-100,91-100
17403518,No,Mitte,Entire home/apt,3.0,300+,71-80
17410761,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
17411305,No,Neukölln,Private room,1.0,0-50,91-100
17411828,No,Neukölln,Private room,1.0,0-50,91-100
17411945,No,Pankow,Private room,1.0,0-50,91-100
17413763,Yes,Marzahn - Hellersdorf,Private room,1.0,0-50,91-100
17413995,Yes,Friedrichshain-Kreuzberg,Entire home/apt,5.0,300+,91-100
17417625,No,Mitte,Private room,2.0,0-50,91-100
17418993,No,Reinickendorf,Private room,3.0,151-200,91-100
17419096,No,Treptow - Köpenick,Entire home/apt,2.0,0-50,91-100
17419699,No,Tempelhof - Schöneberg,Entire home/apt,1.0,151-200,81-90
17419848,No,Mitte,Private room,1.0,0-50,91-100
17424244,Yes,Lichtenberg,Entire home/apt,0.0,101-150,91-100
17427656,No,Neukölln,Entire home/apt,1.0,0-50,91-100
17429361,No,Pankow,Entire home/apt,6.0,101-150,91-100
17431304,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17432174,No,Neukölln,Private room,2.0,0-50,81-90
17444213,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
17447832,Yes,Pankow,Entire home/apt,4.0,251-300,91-100
17453756,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
17454646,No,Spandau,Entire home/apt,4.0,300+,81-90
17457983,No,Pankow,Entire home/apt,1.0,0-50,81-90
17459022,Yes,Neukölln,Entire home/apt,1.0,51-100,91-100
17459074,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
17460931,No,Marzahn - Hellersdorf,Entire home/apt,7+,151-200,91-100
17466642,No,Reinickendorf,Private room,1.0,0-50,91-100
17468480,Yes,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
17472515,No,Neukölln,Private room,1.0,0-50,81-90
17478363,No,Lichtenberg,Private room,1.0,101-150,91-100
17479314,No,Neukölln,Private room,2.0,0-50,71-80
17486363,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
17488460,No,Lichtenberg,Entire home/apt,1.0,300+,91-100
17489023,Yes,Tempelhof - Schöneberg,Private room,1.0,51-100,91-100
17489760,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
17489767,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17489955,No,Friedrichshain-Kreuzberg,Entire home/apt,6.0,300+,91-100
17492648,No,Neukölln,Private room,1.0,0-50,91-100
17492901,No,Pankow,Private room,1.0,0-50,71-80
17494118,No,Mitte,Private room,1.0,0-50,91-100
17496401,Yes,Mitte,Private room,1.0,0-50,91-100
17497627,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17497917,Yes,Mitte,Entire home/apt,0.0,0-50,91-100
17502004,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
17503279,No,Reinickendorf,Entire home/apt,1.0,151-200,91-100
17503455,No,Charlottenburg-Wilm.,Entire home/apt,2.0,251-300,91-100
17503655,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17505340,No,Charlottenburg-Wilm.,Private room,1.0,0-50,below 70
17506687,No,Neukölln,Private room,2.0,0-50,91-100
17507091,Yes,Pankow,Private room,1.0,0-50,91-100
17507258,No,Pankow,Private room,1.0,51-100,91-100
17508652,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17509453,No,Neukölln,Entire home/apt,2.0,0-50,91-100
17511145,Yes,Pankow,Private room,2.0,300+,91-100
17511992,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17529799,Yes,Mitte,Entire home/apt,6.0,0-50,91-100
17530313,Yes,Neukölln,Private room,1.0,0-50,91-100
17530865,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,71-80
17533592,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,151-200,91-100
17535377,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17536266,No,Mitte,Private room,1.0,51-100,91-100
17541668,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,below 70
17541847,No,Pankow,Private room,1.0,0-50,91-100
17542699,No,Neukölln,Private room,1.0,0-50,91-100
17544847,Yes,Mitte,Entire home/apt,2.0,0-50,91-100
17549790,No,Neukölln,Private room,1.0,0-50,91-100
17550092,Yes,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
17550733,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,71-80
17554896,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
17564461,No,Pankow,Entire home/apt,4.0,300+,81-90
17565482,No,Mitte,Entire home/apt,1.0,0-50,91-100
17565717,No,Pankow,Private room,1.0,0-50,91-100
17567564,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,0-50,81-90
17570005,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
17570706,No,Pankow,Private room,2.0,0-50,91-100
17571083,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17573242,No,Pankow,Entire home/apt,2.0,0-50,91-100
17578401,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,81-90
17578520,No,Neukölln,Entire home/apt,6.0,101-150,91-100
17580693,No,Mitte,Private room,1.0,51-100,91-100
17581450,No,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
17586062,No,Mitte,Entire home/apt,1.0,0-50,81-90
17589011,No,Treptow - Köpenick,Private room,1.0,0-50,81-90
17590178,No,Friedrichshain-Kreuzberg,Private room,2.0,51-100,91-100
17594964,No,Neukölln,Private room,1.0,300+,91-100
17596593,No,Pankow,Private room,1.0,0-50,91-100
17601789,Yes,Pankow,Private room,1.0,0-50,91-100
17601862,No,Neukölln,Private room,1.0,0-50,81-90
17605564,No,Neukölln,Entire home/apt,2.0,0-50,81-90
17613424,No,Mitte,Entire home/apt,1.0,0-50,91-100
17615699,No,Neukölln,Private room,1.0,0-50,91-100
17617010,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,91-100
17618796,No,Pankow,Entire home/apt,4.0,0-50,91-100
17620028,No,Reinickendorf,Entire home/apt,1.0,0-50,71-80
17621107,No,Neukölln,Private room,1.0,0-50,91-100
17629750,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
17639462,No,Spandau,Entire home/apt,1.0,300+,81-90
17646943,No,Charlottenburg-Wilm.,Private room,2.0,0-50,81-90
17648724,No,Mitte,Private room,1.0,0-50,91-100
17650843,No,Mitte,Entire home/apt,3.0,251-300,81-90
17652075,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
17659524,Yes,Pankow,Entire home/apt,2.0,51-100,91-100
17662888,Yes,Mitte,Private room,1.0,51-100,91-100
17663760,Yes,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
17664251,No,Pankow,Entire home/apt,2.0,0-50,91-100
17666657,No,Neukölln,Private room,1.0,0-50,91-100
17667318,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17667654,No,Neukölln,Entire home/apt,1.0,51-100,91-100
17673384,No,Pankow,Entire home/apt,1.0,0-50,91-100
17673882,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
17674230,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
17680406,Yes,Pankow,Entire home/apt,5.0,51-100,91-100
17685218,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
17687950,No,Mitte,Entire home/apt,1.0,300+,81-90
17688165,No,Pankow,Entire home/apt,2.0,51-100,91-100
17688168,No,Pankow,Entire home/apt,1.0,51-100,91-100
17688173,No,Pankow,Entire home/apt,1.0,51-100,91-100
17688175,No,Pankow,Entire home/apt,2.0,51-100,91-100
17688176,No,Pankow,Entire home/apt,2.0,51-100,91-100
17688183,No,Pankow,Entire home/apt,2.0,0-50,91-100
17688187,No,Pankow,Entire home/apt,1.0,0-50,91-100
17688189,No,Pankow,Entire home/apt,1.0,51-100,91-100
17688227,No,Pankow,Entire home/apt,1.0,51-100,91-100
17688231,No,Pankow,Entire home/apt,1.0,51-100,91-100
17688899,No,Mitte,Entire home/apt,1.0,251-300,91-100
17690068,No,Neukölln,Entire home/apt,2.0,0-50,71-80
17690141,No,Tempelhof - Schöneberg,Private room,2.0,0-50,91-100
17691050,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
17691071,No,Mitte,Private room,1.0,0-50,91-100
17697319,No,Mitte,Entire home/apt,2.0,151-200,91-100
17697480,No,Pankow,Entire home/apt,2.0,300+,71-80
17699105,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
17704996,No,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
17708380,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
17708457,No,Neukölln,Private room,1.0,0-50,91-100
17708463,No,Mitte,Private room,1.0,0-50,91-100
17708581,No,Pankow,Entire home/apt,2.0,51-100,91-100
17714235,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17716536,Yes,Neukölln,Private room,1.0,0-50,91-100
17717191,No,Mitte,Entire home/apt,2.0,0-50,91-100
17717300,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17725741,No,Neukölln,Private room,1.0,0-50,91-100
17731431,No,Marzahn - Hellersdorf,Private room,4.0,51-100,91-100
17731812,Yes,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
17733737,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17734719,Yes,Neukölln,Entire home/apt,1.0,251-300,91-100
17741498,Yes,Mitte,Entire home/apt,2.0,201-250,91-100
17743975,Yes,Mitte,Entire home/apt,2.0,151-200,91-100
17756613,No,Pankow,Entire home/apt,1.0,0-50,91-100
17757384,No,Neukölln,Private room,1.0,0-50,91-100
17763329,No,Neukölln,Private room,1.0,101-150,91-100
17763894,No,Spandau,Private room,3.0,300+,81-90
17764364,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
17767954,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17768539,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17769036,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
17774341,No,Mitte,Entire home/apt,3.0,0-50,91-100
17776269,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,91-100
17776272,Yes,Tempelhof - Schöneberg,Private room,2.0,151-200,91-100
17778315,No,Neukölln,Entire home/apt,1.0,0-50,91-100
17783884,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17784923,No,Pankow,Private room,2.0,300+,91-100
17786473,No,Steglitz - Zehlendorf,Entire home/apt,6.0,101-150,91-100
17794182,No,Pankow,Entire home/apt,0.0,51-100,91-100
17799888,No,Tempelhof - Schöneberg,Private room,2.0,0-50,91-100
17799890,No,Neukölln,Private room,1.0,0-50,91-100
17801747,No,Reinickendorf,Private room,1.0,0-50,91-100
17802123,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
17802926,No,Pankow,Entire home/apt,3.0,0-50,91-100
17803577,No,Lichtenberg,Private room,1.0,0-50,81-90
17804004,Yes,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,91-100
17807926,Yes,Pankow,Private room,1.0,101-150,91-100
17817369,No,Neukölln,Entire home/apt,1.0,0-50,91-100
17819100,No,Charlottenburg-Wilm.,Private room,1.0,101-150,91-100
17820067,No,Mitte,Entire home/apt,3.0,251-300,81-90
17829196,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17834531,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
17834870,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
17836549,No,Neukölln,Private room,1.0,0-50,91-100
17837206,No,Pankow,Entire home/apt,2.0,51-100,91-100
17837208,No,Pankow,Entire home/apt,2.0,51-100,91-100
17837210,No,Pankow,Entire home/apt,2.0,51-100,91-100
17837214,No,Pankow,Entire home/apt,3.0,51-100,91-100
17837343,No,Neukölln,Private room,1.0,0-50,91-100
17838393,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,0-50,91-100
17841139,Yes,Treptow - Köpenick,Private room,2.0,151-200,91-100
17841306,No,Mitte,Private room,1.0,0-50,91-100
17842207,No,Pankow,Entire home/apt,1.0,0-50,91-100
17844801,Yes,Mitte,Private room,2.0,151-200,91-100
17855401,No,Neukölln,Entire home/apt,1.0,0-50,91-100
17855915,Yes,Pankow,Entire home/apt,3.0,151-200,91-100
17860268,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17861187,Yes,Pankow,Private room,1.0,0-50,91-100
17861460,No,Pankow,Entire home/apt,1.0,0-50,71-80
17861928,No,Mitte,Entire home/apt,2.0,0-50,81-90
17863035,No,Charlottenburg-Wilm.,Private room,1.0,300+,81-90
17863403,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,300+,91-100
17863597,No,Mitte,Shared room,1.0,151-200,91-100
17864165,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
17869882,No,Mitte,Entire home/apt,2.0,0-50,91-100
17872989,No,Neukölln,Private room,2.0,0-50,91-100
17875233,No,Neukölln,Entire home/apt,1.0,201-250,below 70
17876581,Yes,Pankow,Entire home/apt,1.0,51-100,91-100
17886143,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,91-100
17886610,No,Pankow,Entire home/apt,2.0,0-50,91-100
17887372,Yes,Marzahn - Hellersdorf,Entire home/apt,7+,0-50,91-100
17888475,Yes,Steglitz - Zehlendorf,Private room,1.0,151-200,91-100
17888511,No,Mitte,Entire home/apt,4.0,0-50,91-100
17897248,No,Mitte,Private room,1.0,0-50,91-100
17898593,No,Neukölln,Private room,1.0,0-50,91-100
17900705,No,Steglitz - Zehlendorf,Entire home/apt,1.0,0-50,81-90
17901717,No,Mitte,Entire home/apt,1.0,0-50,91-100
17901748,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
17901903,Yes,Mitte,Entire home/apt,2.0,300+,91-100
17906765,No,Lichtenberg,Private room,3.0,300+,81-90
17911456,No,Friedrichshain-Kreuzberg,Entire home/apt,6.0,51-100,91-100
17913105,No,Neukölln,Entire home/apt,2.0,0-50,91-100
17913499,Yes,Marzahn - Hellersdorf,Entire home/apt,2.0,201-250,91-100
17914776,No,Tempelhof - Schöneberg,Entire home/apt,3.0,201-250,91-100
17914780,No,Tempelhof - Schöneberg,Entire home/apt,3.0,201-250,91-100
17914783,No,Tempelhof - Schöneberg,Entire home/apt,2.0,251-300,91-100
17915612,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17922158,No,Pankow,Private room,1.0,0-50,91-100
17923110,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17924604,Yes,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
17931165,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17932098,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,81-90
17932235,No,Mitte,Entire home/apt,5.0,151-200,71-80
17934396,No,Mitte,Entire home/apt,4.0,201-250,81-90
17934406,No,Mitte,Entire home/apt,3.0,201-250,91-100
17934412,No,Mitte,Entire home/apt,3.0,0-50,91-100
17936635,No,Neukölln,Entire home/apt,2.0,0-50,91-100
17941904,No,Tempelhof - Schöneberg,Entire home/apt,2.0,51-100,91-100
17943209,No,Pankow,Entire home/apt,1.0,300+,91-100
17948177,No,Friedrichshain-Kreuzberg,Entire home/apt,6.0,300+,91-100
17948242,No,Mitte,Private room,1.0,0-50,91-100
17948689,No,Neukölln,Entire home/apt,2.0,0-50,91-100
17949768,No,Friedrichshain-Kreuzberg,Private room,1.0,201-250,91-100
17951417,No,Tempelhof - Schöneberg,Entire home/apt,7+,0-50,91-100
17953962,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
17955217,Yes,Marzahn - Hellersdorf,Private room,1.0,101-150,91-100
17957072,No,Mitte,Entire home/apt,2.0,0-50,91-100
17957644,Yes,Pankow,Private room,1.0,300+,91-100
17968239,Yes,Pankow,Entire home/apt,3.0,51-100,91-100
17968986,No,Pankow,Entire home/apt,2.0,300+,91-100
17969046,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17970711,No,Mitte,Entire home/apt,5.0,101-150,81-90
17971207,No,Tempelhof - Schöneberg,Entire home/apt,2.0,201-250,91-100
17989561,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17989798,No,Pankow,Entire home/apt,1.0,0-50,91-100
17990380,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
17990722,No,Friedrichshain-Kreuzberg,Entire home/apt,3.0,151-200,91-100
17999044,No,Mitte,Private room,1.0,0-50,91-100
18000238,No,Mitte,Entire home/apt,3.0,51-100,91-100
18001232,No,Neukölln,Entire home/apt,2.0,201-250,91-100
18011292,No,Neukölln,Private room,1.0,0-50,91-100
18012306,Yes,Steglitz - Zehlendorf,Entire home/apt,1.0,51-100,91-100
18013828,Yes,Neukölln,Private room,1.0,0-50,91-100
18014187,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
18015898,No,Pankow,Entire home/apt,1.0,0-50,91-100
18017333,Yes,Treptow - Köpenick,Private room,1.0,251-300,91-100
18019626,No,Mitte,Entire home/apt,3.0,0-50,91-100
18021161,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18022571,No,Neukölln,Private room,1.0,0-50,91-100
18025186,Yes,Mitte,Entire home/apt,3.0,101-150,91-100
18027346,No,Mitte,Entire home/apt,4.0,51-100,91-100
18027407,No,Tempelhof - Schöneberg,Entire home/apt,2.0,201-250,91-100
18027408,No,Tempelhof - Schöneberg,Entire home/apt,2.0,201-250,81-90
18033968,No,Pankow,Entire home/apt,1.0,0-50,91-100
18037749,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18044136,No,Tempelhof - Schöneberg,Entire home/apt,2.0,201-250,91-100
18046299,No,Lichtenberg,Private room,1.0,300+,91-100
18046310,Yes,Pankow,Private room,1.0,51-100,91-100
18052482,Yes,Neukölln,Private room,1.0,151-200,91-100
18053203,No,Mitte,Private room,1.0,0-50,81-90
18055680,No,Neukölln,Entire home/apt,3.0,0-50,91-100
18059146,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
18066365,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18066373,No,Mitte,Private room,1.0,0-50,91-100
18066481,No,Charlottenburg-Wilm.,Private room,1.0,0-50,81-90
18067570,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,81-90
18067902,No,Mitte,Private room,1.0,101-150,91-100
18067983,No,Pankow,Entire home/apt,2.0,0-50,91-100
18069548,Yes,Tempelhof - Schöneberg,Entire home/apt,2.0,51-100,91-100
18070061,Yes,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
18072421,No,Neukölln,Private room,1.0,0-50,91-100
18074062,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18074750,No,Pankow,Private room,2.0,0-50,91-100
18082169,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
18084098,No,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,91-100
18093451,Yes,Reinickendorf,Entire home/apt,3.0,0-50,91-100
18100737,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18104095,No,Mitte,Private room,1.0,0-50,91-100
18106942,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
18108720,Yes,Mitte,Private room,1.0,0-50,91-100
18115601,No,Mitte,Private room,1.0,0-50,81-90
18115689,No,Neukölln,Private room,1.0,0-50,91-100
18116706,Yes,Neukölln,Private room,1.0,51-100,91-100
18117034,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18117907,No,Neukölln,Private room,1.0,0-50,91-100
18118921,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18120101,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
18120892,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,300+,91-100
18122823,No,Lichtenberg,Private room,2.0,0-50,91-100
18123286,No,Mitte,Private room,1.0,0-50,91-100
18131415,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18133312,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,91-100
18135283,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
18135638,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18139729,Yes,Neukölln,Private room,1.0,0-50,91-100
18144691,No,Lichtenberg,Private room,1.0,0-50,91-100
18146148,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,201-250,91-100
18146335,No,Mitte,Private room,1.0,0-50,91-100
18146586,Yes,Pankow,Private room,2.0,201-250,91-100
18146805,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,0-50,91-100
18147317,No,Pankow,Private room,1.0,201-250,91-100
18148369,No,Mitte,Entire home/apt,2.0,0-50,91-100
18149174,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18150050,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18150458,No,Mitte,Entire home/apt,2.0,201-250,81-90
18151305,No,Mitte,Private room,1.0,0-50,91-100
18155257,Yes,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
18158802,No,Pankow,Entire home/apt,2.0,51-100,91-100
18158993,Yes,Mitte,Entire home/apt,2.0,300+,91-100
18164445,No,Spandau,Entire home/apt,4.0,300+,91-100
18166771,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
18167874,No,Neukölln,Entire home/apt,3.0,0-50,81-90
18169854,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
18170274,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
18170889,Yes,Mitte,Private room,0.0,300+,91-100
18173208,Yes,Pankow,Private room,1.0,0-50,91-100
18173848,No,Neukölln,Private room,1.0,0-50,91-100
18175517,No,Mitte,Private room,1.0,0-50,91-100
18176224,No,Neukölln,Entire home/apt,3.0,0-50,91-100
18176402,No,Lichtenberg,Entire home/apt,3.0,51-100,91-100
18178795,No,Pankow,Entire home/apt,1.0,300+,91-100
