id,host_is_superhost,neighbourhood_group_cleansed,room_type,beds,availability_365,review_scores_rating
41361706,No,Pankow,Entire home/apt,1.0,151-200,71-80
41362381,Yes,Friedrichshain-Kreuzberg,Shared room,1.0,300+,81-90
41363816,No,Pankow,Entire home/apt,2.0,0-50,91-100
41365897,No,Neukölln,Entire home/apt,1.0,0-50,91-100
41367057,No,Pankow,Entire home/apt,2.0,0-50,91-100
41367470,No,Treptow - Köpenick,Entire home/apt,3.0,201-250,91-100
41370105,Yes,Pankow,Private room,0.0,0-50,91-100
41371904,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41372937,Yes,Pankow,Private room,1.0,0-50,91-100
41373811,No,Pankow,Private room,3.0,51-100,91-100
41374406,No,Neukölln,Entire home/apt,1.0,151-200,91-100
41389859,No,Lichtenberg,Private room,0.0,51-100,91-100
41392394,No,Neukölln,Shared room,1.0,300+,91-100
41398506,No,Charlottenburg-Wilm.,Private room,1.0,101-150,81-90
41400967,Yes,Mitte,Entire home/apt,1.0,151-200,91-100
41401496,No,Neukölln,Entire home/apt,1.0,0-50,91-100
41402268,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41403574,No,Pankow,Entire home/apt,2.0,300+,91-100
41404299,No,Mitte,Entire home/apt,3.0,0-50,91-100
41420099,No,Mitte,Entire home/apt,1.0,300+,91-100
41420913,No,Neukölln,Shared room,1.0,300+,91-100
41422691,No,Neukölln,Private room,1.0,300+,91-100
41424527,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41433182,No,Friedrichshain-Kreuzberg,Private room,4.0,0-50,91-100
41440535,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41441353,No,Friedrichshain-Kreuzberg,Private room,0.0,0-50,91-100
41443078,No,Mitte,Private room,1.0,300+,91-100
41443420,No,Mitte,Entire home/apt,1.0,0-50,71-80
41448193,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
41450308,No,Charlottenburg-Wilm.,Entire home/apt,1.0,251-300,91-100
41451967,No,Neukölln,Entire home/apt,1.0,0-50,91-100
41467597,No,Neukölln,Entire home/apt,1.0,0-50,91-100
41476140,Yes,Mitte,Private room,1.0,0-50,91-100
41479133,No,Pankow,Entire home/apt,2.0,300+,91-100
41490157,No,Treptow - Köpenick,Entire home/apt,2.0,300+,below 70
41495504,No,Lichtenberg,Private room,1.0,151-200,91-100
41497710,No,Neukölln,Entire home/apt,6.0,101-150,81-90
41499525,No,Neukölln,Private room,1.0,51-100,91-100
41502617,No,Mitte,Private room,1.0,0-50,below 70
41513787,No,Charlottenburg-Wilm.,Entire home/apt,4.0,51-100,91-100
41515449,No,Neukölln,Entire home/apt,1.0,51-100,91-100
41520022,No,Tempelhof - Schöneberg,Private room,1.0,101-150,91-100
41521384,No,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,81-90
41524403,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,71-80
41527151,No,Neukölln,Entire home/apt,4.0,101-150,71-80
41528404,No,Pankow,Private room,1.0,51-100,91-100
41529506,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
41530383,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
41542061,No,Tempelhof - Schöneberg,Entire home/apt,2.0,0-50,91-100
41542470,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,81-90
41543106,No,Mitte,Private room,1.0,0-50,91-100
41555656,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41556659,No,Pankow,Entire home/apt,6.0,0-50,81-90
41571982,No,Treptow - Köpenick,Private room,1.0,0-50,91-100
41572122,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
41574649,Yes,Friedrichshain-Kreuzberg,Entire home/apt,2.0,101-150,91-100
41576901,No,Mitte,Entire home/apt,2.0,0-50,71-80
41577464,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41578535,No,Mitte,Private room,1.0,300+,91-100
41582949,No,Mitte,Shared room,1.0,151-200,91-100
41583791,No,Lichtenberg,Entire home/apt,3.0,300+,91-100
41584387,No,Pankow,Entire home/apt,2.0,0-50,81-90
41599318,No,Mitte,Private room,1.0,51-100,91-100
41600799,No,Neukölln,Entire home/apt,2.0,0-50,91-100
41603248,Yes,Mitte,Private room,1.0,0-50,91-100
41603340,No,Neukölln,Private room,1.0,0-50,81-90
41607397,No,Mitte,Entire home/apt,2.0,300+,91-100
41608916,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41615519,Yes,Steglitz - Zehlendorf,Private room,1.0,300+,91-100
41622248,No,Treptow - Köpenick,Entire home/apt,1.0,101-150,91-100
41625311,No,Mitte,Entire home/apt,2.0,51-100,91-100
41627196,No,Pankow,Entire home/apt,1.0,0-50,71-80
41627605,No,Pankow,Entire home/apt,0.0,0-50,91-100
41628215,No,Neukölln,Private room,1.0,0-50,91-100
41632618,No,Mitte,Shared room,6.0,300+,71-80
41633628,No,Reinickendorf,Private room,1.0,300+,71-80
41634062,No,Reinickendorf,Private room,1.0,300+,71-80
41638997,Yes,Mitte,Entire home/apt,1.0,101-150,91-100
41642484,No,Pankow,Entire home/apt,1.0,300+,71-80
41651093,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
41656777,No,Friedrichshain-Kreuzberg,Entire home/apt,7+,201-250,81-90
41661130,No,Neukölln,Entire home/apt,3.0,51-100,91-100
41663697,Yes,Friedrichshain-Kreuzberg,Entire home/apt,4.0,201-250,91-100
41665567,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41673108,No,Mitte,Entire home/apt,1.0,251-300,81-90
41675349,No,Pankow,Private room,1.0,0-50,91-100
41685122,No,Pankow,Entire home/apt,1.0,0-50,91-100
41690173,No,Charlottenburg-Wilm.,Private room,0.0,0-50,91-100
41696959,No,Pankow,Entire home/apt,1.0,0-50,91-100
41697885,No,Treptow - Köpenick,Entire home/apt,7+,0-50,81-90
41698082,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,201-250,81-90
41698690,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
41699825,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,81-90
41716249,Yes,Neukölln,Entire home/apt,1.0,0-50,91-100
41730388,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41731542,No,Mitte,Private room,1.0,0-50,91-100
41734379,No,Pankow,Entire home/apt,0.0,51-100,91-100
41734488,No,Pankow,Entire home/apt,2.0,0-50,91-100
41738595,Yes,Mitte,Entire home/apt,1.0,300+,91-100
41740394,No,Neukölln,Private room,1.0,0-50,91-100
41742188,No,Friedrichshain-Kreuzberg,Private room,2.0,0-50,91-100
41742516,No,Marzahn - Hellersdorf,Entire home/apt,1.0,300+,91-100
41747575,No,Mitte,Private room,2.0,300+,91-100
41752567,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,51-100,81-90
41754672,No,Spandau,Entire home/apt,2.0,0-50,81-90
41756048,No,Mitte,Entire home/apt,2.0,300+,91-100
41758891,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,51-100,91-100
41761035,No,Marzahn - Hellersdorf,Entire home/apt,1.0,201-250,91-100
41763466,No,Pankow,Private room,2.0,0-50,91-100
41765472,No,Mitte,Shared room,1.0,300+,91-100
41766265,No,Mitte,Shared room,1.0,300+,81-90
41767112,Yes,Mitte,Private room,1.0,51-100,91-100
41767123,No,Mitte,Shared room,1.0,300+,91-100
41770533,No,Neukölln,Private room,1.0,0-50,91-100
41773341,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
41782253,No,Pankow,Entire home/apt,1.0,0-50,81-90
41785567,No,Neukölln,Private room,1.0,0-50,91-100
41785569,No,Mitte,Entire home/apt,2.0,300+,81-90
41785971,No,Pankow,Entire home/apt,1.0,0-50,91-100
41786874,No,Neukölln,Private room,1.0,0-50,91-100
41787739,No,Mitte,Shared room,1.0,300+,91-100
41788084,No,Mitte,Private room,1.0,300+,81-90
41788904,No,Mitte,Private room,1.0,300+,81-90
41789337,Yes,Reinickendorf,Private room,1.0,51-100,91-100
41791554,No,Mitte,Private room,1.0,0-50,91-100
41793360,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,0-50,91-100
41795032,No,Neukölln,Private room,1.0,0-50,71-80
41798106,No,Marzahn - Hellersdorf,Entire home/apt,1.0,0-50,below 70
41806957,No,Charlottenburg-Wilm.,Entire home/apt,1.0,101-150,91-100
41812718,No,Tempelhof - Schöneberg,Entire home/apt,1.0,0-50,91-100
41813079,No,Pankow,Entire home/apt,1.0,0-50,91-100
41814138,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,0-50,91-100
41815742,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
41816692,No,Neukölln,Entire home/apt,1.0,151-200,91-100
41818749,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41820139,No,Reinickendorf,Entire home/apt,1.0,0-50,91-100
41829428,No,Pankow,Private room,1.0,0-50,91-100
41831267,No,Lichtenberg,Entire home/apt,1.0,0-50,91-100
41833739,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,91-100
41837182,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
41846661,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41847990,No,Treptow - Köpenick,Entire home/apt,1.0,0-50,71-80
41849739,No,Treptow - Köpenick,Entire home/apt,1.0,51-100,91-100
41849913,No,Pankow,Entire home/apt,1.0,0-50,91-100
41850407,Yes,Treptow - Köpenick,Private room,0.0,0-50,91-100
41858513,No,Pankow,Private room,1.0,51-100,71-80
41867310,No,Neukölln,Private room,1.0,0-50,91-100
41867413,Yes,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
41868616,No,Charlottenburg-Wilm.,Private room,0.0,151-200,91-100
41869139,No,Charlottenburg-Wilm.,Private room,2.0,300+,91-100
41871981,No,Tempelhof - Schöneberg,Entire home/apt,0.0,51-100,71-80
41878907,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
41879651,No,Friedrichshain-Kreuzberg,Entire home/apt,0.0,0-50,91-100
41881236,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,91-100
41883791,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,71-80
41895604,Yes,Reinickendorf,Entire home/apt,2.0,300+,91-100
41895995,No,Neukölln,Private room,1.0,0-50,91-100
41900435,No,Mitte,Entire home/apt,1.0,51-100,91-100
41902705,Yes,Reinickendorf,Entire home/apt,2.0,300+,91-100
41903416,No,Mitte,Entire home/apt,2.0,0-50,71-80
41904098,No,Friedrichshain-Kreuzberg,Private room,2.0,300+,81-90
41906028,No,Steglitz - Zehlendorf,Private room,2.0,51-100,91-100
41918422,No,Mitte,Entire home/apt,1.0,251-300,91-100
41918423,No,Mitte,Entire home/apt,1.0,201-250,91-100
41918424,No,Mitte,Entire home/apt,1.0,201-250,81-90
41918425,No,Mitte,Entire home/apt,1.0,251-300,91-100
41919042,No,Neukölln,Entire home/apt,1.0,201-250,91-100
41923211,No,Mitte,Private room,1.0,151-200,91-100
41924130,No,Tempelhof - Schöneberg,Private room,1.0,51-100,91-100
41924216,No,Marzahn - Hellersdorf,Private room,3.0,300+,81-90
41924778,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
41926085,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
41933977,Yes,Steglitz - Zehlendorf,Entire home/apt,4.0,0-50,91-100
41944494,Yes,Mitte,Private room,1.0,0-50,91-100
41944521,No,Mitte,Private room,2.0,51-100,91-100
41947246,No,Neukölln,Private room,1.0,51-100,91-100
41948884,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,81-90
41949553,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
41967607,Yes,Neukölln,Private room,1.0,0-50,91-100
41969141,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
41970219,No,Treptow - Köpenick,Entire home/apt,2.0,0-50,91-100
41974161,No,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
41975787,No,Steglitz - Zehlendorf,Entire home/apt,3.0,251-300,91-100
41976564,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
41977388,No,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
41983872,No,Reinickendorf,Private room,1.0,0-50,91-100
41987529,No,Tempelhof - Schöneberg,Entire home/apt,2.0,300+,91-100
41990166,No,Steglitz - Zehlendorf,Private room,1.0,300+,81-90
41990833,No,Pankow,Private room,3.0,0-50,below 70
41993581,Yes,Charlottenburg-Wilm.,Entire home/apt,2.0,101-150,91-100
41994536,No,Mitte,Entire home/apt,0.0,0-50,91-100
41996903,Yes,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
41998745,No,Reinickendorf,Entire home/apt,7+,300+,71-80
42007880,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
42009106,No,Charlottenburg-Wilm.,Private room,1.0,51-100,91-100
42009154,No,Neukölln,Private room,1.0,0-50,91-100
42009479,No,Charlottenburg-Wilm.,Private room,2.0,0-50,71-80
42010632,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
42010768,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42011414,No,Mitte,Private room,1.0,251-300,91-100
42011544,No,Mitte,Entire home/apt,0.0,0-50,81-90
42018290,No,Friedrichshain-Kreuzberg,Private room,1.0,300+,71-80
42018546,No,Neukölln,Entire home/apt,1.0,0-50,91-100
42027419,No,Pankow,Entire home/apt,2.0,0-50,91-100
42030471,No,Reinickendorf,Private room,1.0,300+,91-100
42031353,Yes,Charlottenburg-Wilm.,Entire home/apt,3.0,51-100,91-100
42037351,No,Friedrichshain-Kreuzberg,Entire home/apt,7+,300+,91-100
42038759,No,Mitte,Entire home/apt,2.0,0-50,91-100
42042663,Yes,Mitte,Entire home/apt,1.0,101-150,71-80
42045497,No,Treptow - Köpenick,Private room,1.0,251-300,91-100
42053385,No,Pankow,Entire home/apt,2.0,0-50,81-90
42057667,Yes,Friedrichshain-Kreuzberg,Private room,2.0,51-100,91-100
42059417,Yes,Mitte,Entire home/apt,7+,0-50,91-100
42060467,No,Pankow,Entire home/apt,7+,151-200,81-90
42061833,No,Tempelhof - Schöneberg,Entire home/apt,1.0,51-100,91-100
42062033,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
42080191,Yes,Mitte,Entire home/apt,1.0,51-100,91-100
42080724,No,Pankow,Private room,1.0,51-100,91-100
42081614,Yes,Mitte,Entire home/apt,1.0,0-50,91-100
42088658,No,Mitte,Private room,1.0,51-100,91-100
42089009,Yes,Friedrichshain-Kreuzberg,Entire home/apt,1.0,101-150,91-100
42090722,No,Spandau,Entire home/apt,4.0,51-100,91-100
42090915,No,Neukölln,Private room,1.0,101-150,91-100
42098303,No,Charlottenburg-Wilm.,Entire home/apt,2.0,0-50,91-100
42098679,No,Mitte,Entire home/apt,2.0,300+,91-100
42101571,No,Mitte,Entire home/apt,1.0,0-50,91-100
42102967,No,Spandau,Entire home/apt,3.0,300+,71-80
42107110,No,Mitte,Shared room,6.0,0-50,below 70
42107945,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42110889,No,Pankow,Entire home/apt,2.0,0-50,91-100
42113317,No,Pankow,Entire home/apt,2.0,0-50,81-90
42114421,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
42129966,No,Neukölln,Private room,2.0,0-50,91-100
42130950,No,Pankow,Private room,2.0,251-300,91-100
42131149,No,Steglitz - Zehlendorf,Entire home/apt,2.0,0-50,91-100
42138485,No,Steglitz - Zehlendorf,Shared room,2.0,0-50,81-90
42138625,No,Spandau,Entire home/apt,4.0,251-300,71-80
42144292,Yes,Neukölln,Entire home/apt,1.0,101-150,91-100
42145882,No,Mitte,Entire home/apt,2.0,0-50,91-100
42146271,No,Charlottenburg-Wilm.,Entire home/apt,1.0,101-150,91-100
42147378,No,Pankow,Entire home/apt,3.0,0-50,91-100
42156082,Yes,Mitte,Entire home/apt,0.0,300+,91-100
42164325,No,Charlottenburg-Wilm.,Private room,2.0,0-50,91-100
42165251,No,Neukölln,Entire home/apt,3.0,0-50,91-100
42168550,No,Pankow,Private room,3.0,0-50,91-100
42169992,Yes,Lichtenberg,Private room,1.0,0-50,91-100
42170309,No,Mitte,Private room,1.0,0-50,91-100
42179382,No,Mitte,Entire home/apt,1.0,0-50,91-100
42186933,No,Mitte,Private room,1.0,0-50,91-100
42188612,No,Neukölln,Entire home/apt,2.0,300+,91-100
42188832,Yes,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42191344,No,Friedrichshain-Kreuzberg,Entire home/apt,4.0,0-50,91-100
42194808,No,Neukölln,Entire home/apt,1.0,151-200,91-100
42195041,Yes,Neukölln,Entire home/apt,1.0,201-250,91-100
42196003,No,Pankow,Private room,1.0,51-100,below 70
42201329,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
42203395,No,Mitte,Private room,1.0,0-50,91-100
42213617,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
42217661,No,Mitte,Entire home/apt,2.0,0-50,91-100
42218704,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,201-250,71-80
42219989,No,Steglitz - Zehlendorf,Private room,1.0,151-200,91-100
42226324,Yes,Mitte,Entire home/apt,1.0,101-150,91-100
42227642,No,Pankow,Entire home/apt,1.0,0-50,91-100
42234567,No,Mitte,Entire home/apt,2.0,0-50,81-90
42238664,No,Mitte,Private room,1.0,300+,81-90
42240584,No,Steglitz - Zehlendorf,Entire home/apt,1.0,0-50,91-100
42242677,No,Mitte,Private room,1.0,300+,91-100
42243588,No,Steglitz - Zehlendorf,Private room,1.0,0-50,91-100
42243841,No,Mitte,Entire home/apt,1.0,51-100,91-100
42243914,No,Pankow,Entire home/apt,4.0,0-50,91-100
42245460,No,Mitte,Entire home/apt,2.0,251-300,91-100
42252587,Yes,Mitte,Entire home/apt,1.0,151-200,81-90
42254674,No,Charlottenburg-Wilm.,Private room,1.0,0-50,91-100
42260391,No,Neukölln,Entire home/apt,1.0,0-50,91-100
42261602,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
42262907,No,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
42262974,No,Pankow,Entire home/apt,2.0,300+,81-90
42263174,No,Pankow,Entire home/apt,4.0,0-50,91-100
42264486,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,0-50,91-100
42265690,No,Mitte,Entire home/apt,1.0,251-300,91-100
42268581,No,Reinickendorf,Entire home/apt,1.0,0-50,91-100
42286081,No,Mitte,Private room,1.0,0-50,91-100
42286156,Yes,Mitte,Private room,1.0,0-50,91-100
42288973,No,Neukölln,Entire home/apt,1.0,300+,81-90
42291691,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42293350,Yes,Mitte,Entire home/apt,4.0,300+,91-100
42297833,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42301754,No,Reinickendorf,Entire home/apt,2.0,151-200,91-100
42301772,No,Mitte,Entire home/apt,1.0,0-50,91-100
42303557,No,Mitte,Entire home/apt,2.0,0-50,81-90
42304619,No,Mitte,Entire home/apt,1.0,51-100,91-100
42311968,Yes,Tempelhof - Schöneberg,Entire home/apt,4.0,300+,81-90
42321826,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
42323344,No,Lichtenberg,Private room,1.0,51-100,91-100
42324018,No,Neukölln,Private room,1.0,0-50,91-100
42326447,No,Neukölln,Entire home/apt,2.0,51-100,91-100
42329108,No,Charlottenburg-Wilm.,Private room,2.0,0-50,71-80
42329572,No,Pankow,Private room,0.0,0-50,91-100
42330102,No,Tempelhof - Schöneberg,Private room,1.0,0-50,81-90
42331567,No,Tempelhof - Schöneberg,Private room,1.0,0-50,91-100
42332295,No,Tempelhof - Schöneberg,Entire home/apt,3.0,0-50,91-100
42333719,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,151-200,91-100
42334698,No,Pankow,Entire home/apt,2.0,0-50,91-100
42343063,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42343281,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
42343828,No,Mitte,Entire home/apt,2.0,300+,91-100
42345804,No,Mitte,Entire home/apt,1.0,300+,91-100
42348878,No,Mitte,Entire home/apt,1.0,0-50,71-80
42350581,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
42352531,Yes,Treptow - Köpenick,Private room,1.0,0-50,91-100
42361801,No,Mitte,Entire home/apt,2.0,201-250,71-80
42367388,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,151-200,91-100
42373902,No,Lichtenberg,Entire home/apt,2.0,151-200,71-80
42385362,No,Reinickendorf,Private room,1.0,151-200,91-100
42393781,No,Friedrichshain-Kreuzberg,Entire home/apt,2.0,101-150,91-100
42394152,No,Charlottenburg-Wilm.,Entire home/apt,4.0,51-100,91-100
42395603,No,Pankow,Entire home/apt,1.0,51-100,91-100
42401740,No,Pankow,Entire home/apt,0.0,0-50,91-100
42402072,No,Friedrichshain-Kreuzberg,Entire home/apt,1.0,0-50,91-100
42403121,No,Pankow,Private room,1.0,0-50,91-100
42411404,Yes,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
42419001,No,Treptow - Köpenick,Entire home/apt,2.0,101-150,91-100
42419582,No,Tempelhof - Schöneberg,Private room,3.0,0-50,91-100
42419803,No,Pankow,Entire home/apt,3.0,0-50,91-100
42420663,No,Charlottenburg-Wilm.,Entire home/apt,1.0,300+,91-100
42421019,No,Mitte,Entire home/apt,1.0,0-50,91-100
42421362,No,Charlottenburg-Wilm.,Private room,1.0,251-300,91-100
42436106,No,Mitte,Entire home/apt,0.0,51-100,91-100
42443646,No,Neukölln,Entire home/apt,3.0,201-250,91-100
42446496,No,Friedrichshain-Kreuzberg,Private room,1.0,251-300,91-100
42446748,No,Mitte,Entire home/apt,5.0,51-100,below 70
42454018,No,Mitte,Entire home/apt,1.0,0-50,91-100
42458056,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
42461013,Yes,Mitte,Entire home/apt,2.0,51-100,91-100
42463403,No,Mitte,Entire home/apt,2.0,0-50,91-100
42463663,No,Friedrichshain-Kreuzberg,Private room,1.0,51-100,91-100
42468395,No,Lichtenberg,Private room,1.0,151-200,71-80
42472288,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42472642,No,Neukölln,Entire home/apt,1.0,151-200,91-100
42480030,No,Mitte,Entire home/apt,1.0,51-100,71-80
42481971,No,Friedrichshain-Kreuzberg,Entire home/apt,5.0,51-100,91-100
42482353,No,Neukölln,Private room,2.0,300+,91-100
42483782,No,Treptow - Köpenick,Entire home/apt,4.0,51-100,91-100
42484138,No,Mitte,Entire home/apt,1.0,151-200,91-100
42484187,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42485171,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
42485855,Yes,Mitte,Entire home/apt,6.0,300+,91-100
42486058,Yes,Mitte,Entire home/apt,2.0,300+,91-100
42486076,Yes,Mitte,Entire home/apt,4.0,300+,91-100
42488063,No,Treptow - Köpenick,Entire home/apt,1.0,300+,91-100
42498525,No,Mitte,Private room,2.0,0-50,91-100
42503455,No,Neukölln,Entire home/apt,1.0,51-100,91-100
42507579,No,Pankow,Private room,0.0,51-100,91-100
42507686,No,Charlottenburg-Wilm.,Private room,1.0,300+,91-100
42514050,No,Friedrichshain-Kreuzberg,Private room,0.0,300+,91-100
42514972,No,Charlottenburg-Wilm.,Private room,2.0,51-100,81-90
42522070,No,Mitte,Private room,1.0,0-50,91-100
42524946,Yes,Neukölln,Private room,1.0,0-50,91-100
42531702,Yes,Lichtenberg,Entire home/apt,1.0,0-50,91-100
42536194,No,Mitte,Private room,0.0,201-250,91-100
42552626,No,Mitte,Private room,1.0,0-50,91-100
42552780,No,Mitte,Entire home/apt,2.0,300+,81-90
42565090,No,Charlottenburg-Wilm.,Entire home/apt,1.0,0-50,91-100
42573326,No,Charlottenburg-Wilm.,Entire home/apt,3.0,300+,81-90
42573945,No,Pankow,Entire home/apt,1.0,51-100,91-100
42575219,Yes,Pankow,Entire home/apt,2.0,51-100,91-100
42575459,No,Pankow,Private room,1.0,0-50,91-100
42575976,No,Friedrichshain-Kreuzberg,Private room,1.0,151-200,91-100
42580585,No,Friedrichshain-Kreuzberg,Private room,1.0,0-50,91-100
